 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Mon                TM_C               TOM_C               SOM_C              POM1_C              POM2_C               MOM_C               QOM_C               DOM_C                MB_C               MBA_C               MBD_C               ENZ_C             ENZP1_C             ENZP2_C              ENZM_C            TM_err_C                 CO2               Nmine                 NH4                 NO3                TM_N               TOM_N               SOM_N              POM1_N              POM2_N               MOM_N               QOM_N               DOM_N                MB_N               MBA_N               MBD_N               ENZ_N             ENZP1_N             ENZP2_N              ENZM_N            TM_err_N               TM_CN              TOM_CN              SOM_CN             POM1_CN             POM2_CN              MOM_CN              QOM_CN              DOM_CN               MB_CN              MBA_CN              MBD_CN              ENZ_CN            ENZP1_CN            ENZP2_CN             ENZM_CN           TM_err_CN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
    201409        0.151442E+01        0.151442E+01        0.147845E+01        0.518216E+00        0.229666E+00        0.730565E+00        0.423969E-19        0.540913E-04        0.357693E-01        0.365565E-02        0.321136E-01        0.144149E-03        0.540904E-04        0.239193E-04        0.661392E-04       -0.399112E-17        0.257433E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201410        0.151285E+01        0.151285E+01        0.147551E+01        0.519466E+00        0.224445E+00        0.731598E+00        0.193800E-20        0.545997E-04        0.371374E-01        0.447083E-02        0.326666E-01        0.148662E-03        0.560004E-04        0.244514E-04        0.682097E-04        0.310303E-16        0.261238E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201411        0.150160E+01        0.150160E+01        0.146297E+01        0.519550E+00        0.210599E+00        0.732818E+00        0.000000E+00        0.387841E-04        0.384451E-01        0.543192E-02        0.330132E-01        0.150397E-03        0.574499E-04        0.239410E-04        0.690058E-04        0.857553E-17        0.264527E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201412        0.148134E+01        0.148134E+01        0.144205E+01        0.518380E+00        0.189635E+00        0.734032E+00        0.000000E+00        0.347205E-04        0.391009E-01        0.613499E-02        0.329659E-01        0.152833E-03        0.599059E-04        0.228035E-04        0.701237E-04       -0.144830E-18        0.267130E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201501        0.146261E+01        0.146261E+01        0.142182E+01        0.516931E+00        0.169924E+00        0.734965E+00        0.000000E+00        0.281983E-04        0.406213E-01        0.577416E-02        0.348471E-01        0.142038E-03        0.572467E-04        0.196207E-04        0.651707E-04        0.256734E-16        0.269231E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201502        0.145227E+01        0.145227E+01        0.140929E+01        0.516071E+00        0.157705E+00        0.735512E+00        0.000000E+00        0.301778E-04        0.428069E-01        0.602825E-02        0.367786E-01        0.140185E-03        0.577045E-04        0.181603E-04        0.643206E-04        0.848315E-17        0.271133E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201503        0.144489E+01        0.144489E+01        0.140202E+01        0.515705E+00        0.150463E+00        0.735855E+00        0.000000E+00        0.435068E-04        0.426676E-01        0.550021E-02        0.371674E-01        0.158216E-03        0.660944E-04        0.195279E-04        0.725934E-04       -0.659307E-17        0.273607E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201504        0.145210E+01        0.145210E+01        0.141028E+01        0.517476E+00        0.156762E+00        0.736044E+00        0.000000E+00        0.803767E-04        0.415772E-01        0.496146E-02        0.366158E-01        0.164170E-03        0.685079E-04        0.203369E-04        0.753255E-04        0.803291E-17        0.277796E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201505        0.148780E+01        0.148780E+01        0.144769E+01        0.524114E+00        0.187177E+00        0.736403E+00        0.000000E+00        0.131919E-03        0.397959E-01        0.526709E-02        0.345288E-01        0.178127E-03        0.721248E-04        0.242731E-04        0.817293E-04        0.311287E-17        0.286121E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201506        0.152491E+01        0.152491E+01        0.148883E+01        0.531912E+00        0.219753E+00        0.737164E+00        0.000000E+00        0.128327E-03        0.357598E-01        0.453660E-02        0.312232E-01        0.194069E-03        0.754681E-04        0.295573E-04        0.890440E-04       -0.241298E-16        0.296123E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201507        0.155821E+01        0.155821E+01        0.152332E+01        0.539013E+00        0.246121E+00        0.738182E+00        0.000000E+00        0.119704E-03        0.346093E-01        0.388448E-02        0.307249E-01        0.166584E-03        0.626756E-04        0.274755E-04        0.764331E-04       -0.131367E-16        0.305236E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201508        0.158666E+01        0.158666E+01        0.155321E+01        0.545829E+00        0.267889E+00        0.739495E+00        0.000000E+00        0.116217E-03        0.331606E-01        0.430314E-02        0.288575E-01        0.168478E-03        0.616698E-04        0.295060E-04        0.773018E-04        0.699242E-17        0.314262E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201509        0.160335E+01        0.160335E+01        0.157313E+01        0.551674E+00        0.280252E+00        0.741203E+00        0.000000E+00        0.132448E-03        0.299166E-01        0.486345E-02        0.250531E-01        0.176451E-03        0.636235E-04        0.318671E-04        0.809600E-04        0.131265E-16        0.323144E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201510        0.160447E+01        0.160447E+01        0.157754E+01        0.555890E+00        0.278216E+00        0.743432E+00        0.000000E+00        0.742519E-04        0.266776E-01        0.531385E-02        0.213638E-01        0.177572E-03        0.637534E-04        0.323440E-04        0.814745E-04       -0.430649E-16        0.331422E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201511        0.157967E+01        0.157967E+01        0.155366E+01        0.555728E+00        0.252234E+00        0.745699E+00        0.000000E+00        0.546869E-04        0.257931E-01        0.611513E-02        0.196780E-01        0.165374E-03        0.607865E-04        0.287098E-04        0.758779E-04        0.202030E-16        0.336079E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201512        0.154910E+01        0.154910E+01        0.152411E+01        0.554417E+00        0.221946E+00        0.747752E+00        0.000000E+00        0.477807E-04        0.247642E-01        0.690631E-02        0.178579E-01        0.169751E-03        0.646820E-04        0.271827E-04        0.778859E-04        0.322281E-17        0.339845E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201601        0.151960E+01        0.151960E+01        0.149592E+01        0.552729E+00        0.193816E+00        0.749379E+00        0.000000E+00        0.401156E-04        0.234621E-01        0.713176E-02        0.163304E-01        0.169200E-03        0.669074E-04        0.246593E-04        0.776333E-04       -0.203964E-16        0.343212E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201602        0.149737E+01        0.149737E+01        0.147547E+01        0.551187E+00        0.173956E+00        0.750329E+00        0.000000E+00        0.340132E-04        0.216941E-01        0.630210E-02        0.153920E-01        0.170767E-03        0.695624E-04        0.228525E-04        0.783524E-04       -0.240230E-16        0.346002E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201603        0.148300E+01        0.148300E+01        0.146258E+01        0.550050E+00        0.161714E+00        0.750812E+00        0.000000E+00        0.345217E-04        0.202276E-01        0.549499E-02        0.147326E-01        0.164797E-03        0.684863E-04        0.206977E-04        0.756132E-04        0.302083E-16        0.348489E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201604        0.148165E+01        0.148165E+01        0.146256E+01        0.550582E+00        0.160895E+00        0.751083E+00        0.000000E+00        0.701234E-04        0.188617E-01        0.515054E-02        0.137111E-01        0.164279E-03        0.688668E-04        0.200369E-04        0.753754E-04       -0.107546E-16        0.351981E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201605        0.151407E+01        0.151407E+01        0.149711E+01        0.556671E+00        0.189012E+00        0.751427E+00        0.000000E+00        0.134372E-03        0.166485E-01        0.511617E-02        0.115324E-01        0.174874E-03        0.717119E-04        0.229255E-04        0.802367E-04        0.935382E-17        0.360052E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201606        0.155305E+01        0.155305E+01        0.153898E+01        0.564414E+00        0.222449E+00        0.752118E+00        0.000000E+00        0.127684E-03        0.137677E-01        0.435999E-02        0.940775E-02        0.172643E-03        0.680493E-04        0.253808E-04        0.792131E-04        0.324462E-16        0.369791E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201607        0.159232E+01        0.159232E+01        0.158034E+01        0.572474E+00        0.254768E+00        0.753097E+00        0.000000E+00        0.130225E-03        0.116847E-01        0.400818E-02        0.767651E-02        0.167342E-03        0.635518E-04        0.270095E-04        0.767808E-04       -0.517499E-17        0.379739E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201608        0.161923E+01        0.161923E+01        0.160864E+01        0.578965E+00        0.275257E+00        0.754414E+00        0.000000E+00        0.993294E-04        0.103364E-01        0.395736E-02        0.637901E-02        0.162868E-03        0.601597E-04        0.279806E-04        0.747282E-04        0.162517E-16        0.388594E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201609        0.163068E+01        0.163068E+01        0.162070E+01        0.583226E+00        0.281538E+00        0.755938E+00        0.000000E+00        0.100517E-03        0.971695E-02        0.425723E-02        0.545972E-02        0.161722E-03        0.591622E-04        0.283577E-04        0.742023E-04        0.588395E-17        0.395701E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201610        0.163090E+01        0.163090E+01        0.162137E+01        0.586069E+00        0.277596E+00        0.757702E+00        0.000000E+00        0.714979E-04        0.930103E-02        0.452644E-02        0.477459E-02        0.161054E-03        0.589436E-04        0.282145E-04        0.738955E-04       -0.139143E-16        0.401967E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201611        0.161625E+01        0.161625E+01        0.160617E+01        0.586499E+00        0.260149E+00        0.759527E+00        0.000000E+00        0.534369E-04        0.986559E-02        0.536686E-02        0.449873E-02        0.155584E-03        0.578210E-04        0.263769E-04        0.713858E-04        0.178162E-17        0.406367E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201612        0.159068E+01        0.159068E+01        0.157945E+01        0.585373E+00        0.232613E+00        0.761467E+00        0.000000E+00        0.435637E-04        0.110255E-01        0.644099E-02        0.458452E-02        0.155775E-03        0.595752E-04        0.247261E-04        0.714734E-04        0.222996E-16        0.409840E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201701        0.157209E+01        0.157209E+01        0.155861E+01        0.584096E+00        0.211775E+00        0.762732E+00        0.340105E-05        0.252600E-04        0.133256E-01        0.454291E-02        0.878270E-02        0.132485E-03        0.521090E-04        0.195884E-04        0.607874E-04        0.803905E-17        0.412044E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201702        0.156612E+01        0.156612E+01        0.154980E+01        0.583501E+00        0.202985E+00        0.763271E+00        0.441812E-04        0.235490E-04        0.161944E-01        0.316916E-02        0.130253E-01        0.103638E-03        0.414098E-04        0.146763E-04        0.475517E-04        0.131431E-16        0.413206E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201703        0.156823E+01        0.156823E+01        0.154924E+01        0.583727E+00        0.201856E+00        0.763536E+00        0.123945E-03        0.317284E-04        0.188704E-01        0.251948E-02        0.163509E-01        0.837061E-04        0.336450E-04        0.116545E-04        0.384065E-04        0.228469E-16        0.414248E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
    201704        0.158963E+01        0.158963E+01        0.156589E+01        0.586373E+00        0.215762E+00        0.763621E+00        0.135243E-03        0.658271E-04        0.235749E-01        0.346621E-02        0.201087E-01        0.100370E-03        0.399564E-04        0.143612E-04        0.460522E-04        0.676871E-17        0.416325E+01        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
