 Simulation_Period = 20090901 -- 20170831                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20140331        0.442667E-05        0.102000E-03        0.217167E-05        0.132000E+01        0.643375E-02        0.820458E-02        0.140583E-04        0.667333E-05        0.973250E-03        0.931125E-03        0.528042E-01        0.151042E+00       -0.284875E-01        0.100000E+01       -0.332708E-16        0.139000E+01        0.139000E+01        0.318000E-04        0.345542E-04        0.136000E+02        0.101000E+00       -0.188000E-01        0.640000E+01
  20140401        0.439917E-05        0.990375E-04        0.214042E-05        0.135417E+01        0.658083E-02        0.838208E-02        0.147083E-04        0.628583E-05        0.985917E-03        0.921750E-03        0.500208E-01        0.150292E+00       -0.523000E-01        0.100000E+01       -0.111333E-16        0.139000E+01        0.139000E+01        0.318000E-04        0.349208E-04        0.147000E+02        0.102000E+00       -0.184000E-01        0.640000E+01
  20140402        0.438583E-05        0.968542E-04        0.211833E-05        0.137750E+01        0.671333E-02        0.854125E-02        0.155042E-04        0.587917E-05        0.979042E-03        0.915500E-03        0.478917E-01        0.149167E+00       -0.516500E-01        0.100000E+01       -0.767500E-17        0.139000E+01        0.139000E+01        0.318000E-04        0.346167E-04        0.155000E+02        0.103000E+00       -0.180000E-01        0.640000E+01
  20140403        0.448000E-05        0.102000E-03        0.219000E-05        0.130042E+01        0.649500E-02        0.830333E-02        0.171875E-04        0.510208E-05        0.964625E-03        0.935250E-03        0.522500E-01        0.148167E+00       -0.147917E-01        0.100000E+01        0.176667E-17        0.139000E+01        0.139000E+01        0.318000E-04        0.341000E-04        0.139000E+02        0.104000E+00       -0.176000E-01        0.640000E+01
  20140404        0.448000E-05        0.102000E-03        0.219000E-05        0.130458E+01        0.652167E-02        0.834083E-02        0.183000E-04        0.470417E-05        0.966750E-03        0.935125E-03        0.518042E-01        0.148000E+00       -0.172208E-01        0.100000E+01       -0.120604E-16        0.139000E+01        0.139000E+01        0.318000E-04        0.341542E-04        0.141000E+02        0.106000E+00       -0.172000E-01        0.640000E+01
  20140405        0.448000E-05        0.102000E-03        0.219000E-05        0.130125E+01        0.653708E-02        0.836042E-02        0.196000E-04        0.429458E-05        0.966083E-03        0.935167E-03        0.516042E-01        0.148000E+00       -0.164250E-01        0.100000E+01       -0.284917E-16        0.139000E+01        0.139000E+01        0.318000E-04        0.341042E-04        0.142000E+02        0.107000E+00       -0.169000E-01        0.640000E+01
  20140406        0.446208E-05        0.998458E-04        0.217000E-05        0.132083E+01        0.661958E-02        0.846250E-02        0.206042E-04        0.401500E-05        0.975250E-03        0.929917E-03        0.501125E-01        0.147042E+00       -0.318417E-01        0.100000E+01       -0.691208E-17        0.139000E+01        0.139000E+01        0.318000E-04        0.343917E-04        0.147000E+02        0.108000E+00       -0.165000E-01        0.640000E+01
  20140407        0.437458E-05        0.929458E-04        0.208500E-05        0.140375E+01        0.811875E-02        0.103458E-01        0.240792E-04        0.393417E-05        0.113433E-02        0.106504E-02        0.516667E-01        0.146458E+00       -0.496125E-01        0.100000E+01       -0.316104E-16        0.139000E+01        0.139000E+01        0.425000E-04        0.400958E-04        0.171000E+02        0.109000E+00       -0.162000E-01        0.640000E+01
  20140408        0.444167E-05        0.962458E-04        0.213208E-05        0.135042E+01        0.799708E-02        0.102000E-01        0.262875E-04        0.349083E-05        0.115958E-02        0.108958E-02        0.545792E-01        0.145458E+00       -0.493667E-01        0.100000E+01       -0.519958E-17        0.139000E+01        0.139000E+01        0.425000E-04        0.407833E-04        0.162000E+02        0.110000E+00       -0.158000E-01        0.640000E+01
  20140409        0.441875E-05        0.937792E-04        0.210542E-05        0.137875E+01        0.819000E-02        0.105042E-01        0.272083E-04        0.331833E-05        0.115042E-02        0.108042E-02        0.521667E-01        0.144500E+00       -0.487625E-01        0.100000E+01       -0.170542E-16        0.139000E+01        0.139000E+01        0.425000E-04        0.404583E-04        0.171000E+02        0.111000E+00       -0.155000E-01        0.640000E+01
  20140410        0.441167E-05        0.922750E-04        0.209167E-05        0.139625E+01        0.833167E-02        0.106083E-01        0.273042E-04        0.329000E-05        0.114917E-02        0.108000E-02        0.505417E-01        0.143583E+00       -0.482500E-01        0.100000E+01        0.117083E-16        0.139000E+01        0.139000E+01        0.425000E-04        0.402542E-04        0.178000E+02        0.111000E+00       -0.155000E-01        0.640000E+01
  20140411        0.451000E-05        0.980000E-04        0.217000E-05        0.131000E+01        0.799417E-02        0.102917E-01        0.287792E-04        0.302167E-05        0.114042E-02        0.109917E-02        0.554583E-01        0.143000E+00       -0.250083E-01        0.100000E+01       -0.298542E-16        0.139000E+01        0.139000E+01        0.425000E-04        0.401042E-04        0.160000E+02        0.112000E+00       -0.154000E-01        0.640000E+01
  20140412        0.449958E-05        0.972000E-04        0.216000E-05        0.131750E+01        0.805083E-02        0.103000E-01        0.291042E-04        0.297208E-05        0.115000E-02        0.110000E-02        0.548042E-01        0.142542E+00       -0.296458E-01        0.100000E+01       -0.182792E-16        0.139000E+01        0.139000E+01        0.425000E-04        0.402208E-04        0.162000E+02        0.112000E+00       -0.153000E-01        0.640000E+01
  20140413        0.448917E-05        0.964000E-04        0.215000E-05        0.132000E+01        0.810000E-02        0.104000E-01        0.294042E-04        0.292000E-05        0.115042E-02        0.110000E-02        0.541042E-01        0.142000E+00       -0.335458E-01        0.100000E+01       -0.514917E-17        0.139000E+01        0.139000E+01        0.425000E-04        0.402708E-04        0.165000E+02        0.112000E+00       -0.152000E-01        0.640000E+01
  20140414        0.446000E-05        0.944417E-04        0.212208E-05        0.134125E+01        0.823208E-02        0.105042E-01        0.294750E-04        0.290333E-05        0.116042E-02        0.109042E-02        0.522750E-01        0.141292E+00       -0.473458E-01        0.100000E+01       -0.177129E-16        0.139000E+01        0.139000E+01        0.425000E-04        0.405542E-04        0.172000E+02        0.113000E+00       -0.151000E-01        0.640000E+01
  20140415        0.441542E-05        0.908917E-04        0.208000E-05        0.137208E+01        0.101329E-01        0.129167E-01        0.345792E-04        0.291000E-05        0.138042E-02        0.130167E-02        0.584750E-01        0.140458E+00       -0.461583E-01        0.100000E+01       -0.192750E-17        0.139000E+01        0.139000E+01        0.571000E-04        0.482625E-04        0.185000E+02        0.113000E+00       -0.150000E-01        0.640000E+01
  20140416        0.445875E-05        0.931542E-04        0.211000E-05        0.133042E+01        0.999792E-02        0.128000E-01        0.357917E-04        0.276292E-05        0.139833E-02        0.132417E-02        0.609292E-01        0.139542E+00       -0.427125E-01        0.100000E+01       -0.301375E-16        0.139000E+01        0.139000E+01        0.571000E-04        0.487625E-04        0.178000E+02        0.113000E+00       -0.150000E-01        0.640000E+01
  20140417        0.450000E-05        0.961542E-04        0.215000E-05        0.128000E+01        0.975708E-02        0.125958E-01        0.370875E-04        0.261000E-05        0.135958E-02        0.133958E-02        0.639792E-01        0.139000E+00       -0.499625E-02        0.100000E+01        0.987217E-17        0.139000E+01        0.139000E+01        0.571000E-04        0.473917E-04        0.168000E+02        0.114000E+00       -0.149000E-01        0.640000E+01
  20140418        0.450000E-05        0.963375E-04        0.215000E-05        0.128000E+01        0.973958E-02        0.125000E-01        0.377000E-04        0.255375E-05        0.136000E-02        0.134000E-02        0.643000E-01        0.139667E+00       -0.316417E-02        0.100000E+01        0.326208E-17        0.139000E+01        0.139000E+01        0.571000E-04        0.473833E-04        0.167000E+02        0.114000E+00       -0.148000E-01        0.640000E+01
  20140419        0.449542E-05        0.964375E-04        0.215000E-05        0.128000E+01        0.972000E-02        0.125000E-01        0.383000E-04        0.250000E-05        0.136000E-02        0.134000E-02        0.645000E-01        0.140000E+00       -0.270250E-02        0.100000E+01        0.166667E-18        0.139000E+01        0.139000E+01        0.571000E-04        0.473875E-04        0.166000E+02        0.114000E+00       -0.147000E-01        0.640000E+01
  20140420        0.447000E-05        0.950000E-04        0.213000E-05        0.130000E+01        0.983375E-02        0.126750E-01        0.385083E-04        0.249000E-05        0.138000E-02        0.134000E-02        0.631333E-01        0.140000E+00       -0.182583E-01        0.100000E+01       -0.214987E-16        0.139000E+01        0.139000E+01        0.571000E-04        0.479458E-04        0.171000E+02        0.114000E+00       -0.146000E-01        0.640000E+01
  20140421        0.451250E-05        0.981125E-04        0.217000E-05        0.126000E+01        0.957667E-02        0.123958E-01        0.398875E-04        0.236250E-05        0.134583E-02        0.134958E-02        0.663792E-01        0.140375E+00        0.143667E-01        0.100000E+01       -0.867167E-18        0.139000E+01        0.139000E+01        0.571000E-04        0.468083E-04        0.160000E+02        0.115000E+00       -0.146000E-01        0.640000E+01
  20140422        0.447000E-05        0.956000E-04        0.214000E-05        0.130000E+01        0.977583E-02        0.126042E-01        0.398125E-04        0.238000E-05        0.138042E-02        0.134042E-02        0.639167E-01        0.141000E+00       -0.149625E-01        0.100000E+01       -0.363750E-17        0.139000E+01        0.139000E+01        0.571000E-04        0.479125E-04        0.168000E+02        0.115000E+00       -0.145000E-01        0.640000E+01
  20140423        0.439583E-05        0.904458E-04        0.207000E-05        0.133250E+01        0.145208E-01        0.186667E-01        0.548292E-04        0.241542E-05        0.203333E-02        0.193417E-02        0.832292E-01        0.140333E+00       -0.431833E-01        0.100000E+01        0.642500E-17        0.139000E+01        0.139000E+01        0.970000E-04        0.709125E-04        0.187000E+02        0.115000E+00       -0.144000E-01        0.640000E+01
  20140424        0.449125E-05        0.967500E-04        0.215000E-05        0.124542E+01        0.138917E-01        0.178917E-01        0.584708E-04        0.219667E-05        0.195167E-02        0.198917E-02        0.925292E-01        0.140792E+00        0.257125E-01        0.100000E+01       -0.128307E-16        0.139000E+01        0.139000E+01        0.970000E-04        0.679542E-04        0.166000E+02        0.116000E+00       -0.143000E-01        0.640000E+01
  20140425        0.453625E-05        0.100000E-03        0.219208E-05        0.122042E+01        0.133958E-01        0.173958E-01        0.600833E-04        0.212417E-05        0.192083E-02        0.199958E-02        0.974750E-01        0.143125E+00        0.471250E-01        0.100000E+01       -0.303125E-17        0.139000E+01        0.139000E+01        0.970000E-04        0.669500E-04        0.154000E+02        0.116000E+00       -0.143000E-01        0.640000E+01
  20140426        0.450000E-05        0.984625E-04        0.217000E-05        0.126375E+01        0.136208E-01        0.177000E-01        0.604292E-04        0.215708E-05        0.198333E-02        0.199042E-02        0.950792E-01        0.145333E+00        0.126592E-01        0.100000E+01       -0.884000E-17        0.139000E+01        0.139000E+01        0.970000E-04        0.692083E-04        0.160000E+02        0.116000E+00       -0.142000E-01        0.640000E+01
  20140427        0.452000E-05        0.994833E-04        0.218000E-05        0.126458E+01        0.135750E-01        0.175958E-01        0.612958E-04        0.213083E-05        0.198833E-02        0.199958E-02        0.962917E-01        0.146625E+00        0.123946E-01        0.100000E+01        0.704000E-17        0.139000E+01        0.139000E+01        0.970000E-04        0.693958E-04        0.157000E+02        0.116000E+00       -0.142000E-01        0.640000E+01
  20140428        0.454000E-05        0.101000E-03        0.220000E-05        0.125625E+01        0.133958E-01        0.173542E-01        0.620917E-04        0.210583E-05        0.198125E-02        0.200000E-02        0.985542E-01        0.148167E+00        0.189833E-01        0.100000E+01       -0.191838E-16        0.139000E+01        0.139000E+01        0.970000E-04        0.692125E-04        0.152000E+02        0.116000E+00       -0.141000E-01        0.640000E+01
  20140429        0.451125E-05        0.992667E-04        0.217583E-05        0.129667E+01        0.137000E-01        0.177000E-01        0.595500E-04        0.228375E-05        0.204000E-02        0.200000E-02        0.955708E-01        0.149000E+00       -0.122375E-01        0.100000E+01       -0.719917E-17        0.139000E+01        0.139000E+01        0.970000E-04        0.712125E-04        0.159000E+02        0.116000E+00       -0.143000E-01        0.640000E+01
  20140430        0.443833E-05        0.936667E-04        0.210583E-05        0.137917E+01        0.145083E-01        0.187083E-01        0.553958E-04        0.259833E-05        0.209333E-02        0.198292E-02        0.873875E-01        0.148708E+00       -0.469708E-01        0.100000E+01       -0.632917E-18        0.139000E+01        0.139000E+01        0.970000E-04        0.729375E-04        0.180000E+02        0.115000E+00       -0.145000E-01        0.640000E+01
  20140501        0.443250E-05        0.921292E-04        0.209125E-05        0.138000E+01        0.172292E-01        0.221708E-01        0.609042E-04        0.275542E-05        0.245625E-02        0.233167E-02        0.977875E-01        0.147500E+00       -0.456000E-01        0.100000E+01       -0.120417E-17        0.139000E+01        0.139000E+01        0.120000E-03        0.854125E-04        0.188000E+02        0.114000E+00       -0.148000E-01        0.640000E+01
  20140502        0.454000E-05        0.988500E-04        0.218000E-05        0.128000E+01        0.162958E-01        0.209917E-01        0.437833E-04        0.420417E-05        0.240000E-02        0.237875E-02        0.107958E+00        0.147000E+00       -0.242958E-02        0.100000E+01        0.775750E-17        0.139000E+01        0.139000E+01        0.120000E-03        0.833667E-04        0.168000E+02        0.107000E+00       -0.167000E-01        0.640000E+01
  20140503        0.463750E-05        0.106000E-03        0.226625E-05        0.120583E+01        0.152917E-01        0.196917E-01        0.451792E-04        0.395625E-05        0.227708E-02        0.240583E-02        0.118583E+00        0.148875E+00        0.599917E-01        0.100000E+01        0.360833E-18        0.139708E+01        0.139750E+01        0.120000E-03        0.791625E-04        0.145000E+02        0.107000E+00       -0.167000E-01        0.640000E+01
  20140504        0.462000E-05        0.106000E-03        0.226000E-05        0.123625E+01        0.153917E-01        0.198000E-01        0.449000E-04        0.409208E-05        0.233125E-02        0.240000E-02        0.118000E+00        0.151792E+00        0.357792E-01        0.100000E+01       -0.145417E-17        0.140000E+01        0.140000E+01        0.120000E-03        0.812625E-04        0.147000E+02        0.107000E+00       -0.168000E-01        0.640000E+01
  20140505        0.458208E-05        0.103375E-03        0.222625E-05        0.128000E+01        0.157667E-01        0.203000E-01        0.444292E-04        0.425042E-05        0.241292E-02        0.239042E-02        0.114000E+00        0.153000E+00       -0.143249E-02        0.100000E+01        0.311667E-16        0.140000E+01        0.140000E+01        0.120000E-03        0.841500E-04        0.155000E+02        0.107000E+00       -0.168000E-01        0.640000E+01
  20140506        0.454667E-05        0.100958E-03        0.219208E-05        0.132167E+01        0.162833E-01        0.209042E-01        0.436292E-04        0.441708E-05        0.248417E-02        0.238750E-02        0.109083E+00        0.152667E+00       -0.331167E-01        0.100000E+01       -0.560417E-17        0.140000E+01        0.140000E+01        0.120000E-03        0.865083E-04        0.165000E+02        0.107000E+00       -0.168000E-01        0.640000E+01
  20140507        0.452625E-05        0.990000E-04        0.217000E-05        0.134042E+01        0.167000E-01        0.214042E-01        0.434792E-04        0.445417E-05        0.251625E-02        0.238792E-02        0.106000E+00        0.151292E+00       -0.460625E-01        0.100000E+01       -0.214417E-17        0.140000E+01        0.140000E+01        0.120000E-03        0.873917E-04        0.173000E+02        0.107000E+00       -0.168000E-01        0.640000E+01
  20140508        0.448125E-05        0.952417E-04        0.212458E-05        0.138917E+01        0.175042E-01        0.224042E-01        0.439042E-04        0.445125E-05        0.251000E-02        0.238333E-02        0.994000E-01        0.149500E+00       -0.459042E-01        0.100000E+01        0.916667E-19        0.140000E+01        0.140000E+01        0.120000E-03        0.869167E-04        0.188000E+02        0.108000E+00       -0.166000E-01        0.640000E+01
  20140509        0.449625E-05        0.954792E-04        0.212875E-05        0.138417E+01        0.169292E-01        0.216750E-01        0.436458E-04        0.424500E-05        0.241000E-02        0.228833E-02        0.947917E-01        0.147667E+00       -0.454167E-01        0.100000E+01        0.470612E-16        0.140000E+01        0.140000E+01        0.113000E-03        0.831708E-04        0.190000E+02        0.108000E+00       -0.164000E-01        0.640000E+01
  20140510        0.451333E-05        0.961667E-04        0.213958E-05        0.136500E+01        0.169667E-01        0.217000E-01        0.454000E-04        0.397917E-05        0.241542E-02        0.229500E-02        0.947542E-01        0.146083E+00       -0.447833E-01        0.100000E+01        0.439125E-17        0.140000E+01        0.140000E+01        0.113000E-03        0.831250E-04        0.190000E+02        0.109000E+00       -0.162000E-01        0.640000E+01
  20140511        0.450958E-05        0.958083E-04        0.213333E-05        0.136042E+01        0.171375E-01        0.219417E-01        0.465417E-04        0.382667E-05        0.242083E-02        0.230208E-02        0.935833E-01        0.144500E+00       -0.441250E-01        0.100000E+01        0.309458E-16        0.140000E+01        0.140000E+01        0.113000E-03        0.830875E-04        0.194000E+02        0.109000E+00       -0.160000E-01        0.640000E+01
  20140512        0.453875E-05        0.977750E-04        0.216000E-05        0.132125E+01        0.169000E-01        0.216958E-01        0.487958E-04        0.353292E-05        0.242083E-02        0.231833E-02        0.957833E-01        0.143125E+00       -0.370250E-01        0.100000E+01        0.392917E-16        0.140000E+01        0.140000E+01        0.113000E-03        0.828583E-04        0.189000E+02        0.110000E+00       -0.158000E-01        0.640000E+01
  20140513        0.452000E-05        0.968375E-04        0.214000E-05        0.132458E+01        0.171542E-01        0.220000E-01        0.501500E-04        0.339417E-05        0.243292E-02        0.232125E-02        0.941583E-01        0.141708E+00       -0.399833E-01        0.100000E+01        0.108396E-16        0.140000E+01        0.140000E+01        0.113000E-03        0.830292E-04        0.193000E+02        0.111000E+00       -0.157000E-01        0.640000E+01
  20140514        0.453500E-05        0.988292E-04        0.216000E-05        0.129000E+01        0.168958E-01        0.216958E-01        0.516958E-04        0.322000E-05        0.238083E-02        0.233708E-02        0.966125E-01        0.141000E+00       -0.134208E-01        0.100000E+01        0.113400E-16        0.140000E+01        0.140000E+01        0.113000E-03        0.812083E-04        0.187000E+02        0.111000E+00       -0.155000E-01        0.640000E+01
  20140515        0.454333E-05        0.100000E-03        0.217625E-05        0.127417E+01        0.166958E-01        0.214000E-01        0.534958E-04        0.306583E-05        0.236167E-02        0.234667E-02        0.985917E-01        0.141583E+00        0.398108E-03        0.100000E+01        0.203917E-16        0.140000E+01        0.140000E+01        0.113000E-03        0.803958E-04        0.182000E+02        0.112000E+00       -0.154000E-01        0.640000E+01
  20140516        0.454292E-05        0.101000E-03        0.218000E-05        0.127000E+01        0.165292E-01        0.213000E-01        0.548958E-04        0.297042E-05        0.235583E-02        0.235000E-02        0.998958E-01        0.142375E+00        0.482167E-02        0.100000E+01        0.150000E-18        0.140958E+01        0.141000E+01        0.113000E-03        0.802375E-04        0.180000E+02        0.112000E+00       -0.153000E-01        0.640000E+01
  20140517        0.452000E-05        0.101000E-03        0.217000E-05        0.128000E+01        0.170833E-01        0.220208E-01        0.575583E-04        0.289875E-05        0.245083E-02        0.241708E-02        0.101496E+00        0.143000E+00       -0.607125E-02        0.100000E+01        0.617500E-17        0.141000E+01        0.141000E+01        0.117000E-03        0.834125E-04        0.182000E+02        0.113000E+00       -0.152000E-01        0.640000E+01
  20140518        0.449000E-05        0.993750E-04        0.215000E-05        0.130000E+01        0.174000E-01        0.224000E-01        0.587708E-04        0.284292E-05        0.249042E-02        0.242000E-02        0.995000E-01        0.143000E+00       -0.222792E-01        0.100000E+01        0.265908E-16        0.141000E+01        0.141000E+01        0.117000E-03        0.847292E-04        0.187000E+02        0.113000E+00       -0.150000E-01        0.640000E+01
  20140519        0.443792E-05        0.956667E-04        0.210000E-05        0.135333E+01        0.181542E-01        0.233042E-01        0.588375E-04        0.287417E-05        0.253417E-02        0.241333E-02        0.938583E-01        0.142417E+00       -0.427333E-01        0.100000E+01        0.680000E-17        0.141000E+01        0.141000E+01        0.117000E-03        0.859375E-04        0.201000E+02        0.113000E+00       -0.149000E-01        0.640000E+01
  20140520        0.441375E-05        0.938667E-04        0.207917E-05        0.137333E+01        0.186042E-01        0.238083E-01        0.567708E-04        0.302625E-05        0.253375E-02        0.241417E-02        0.906833E-01        0.141042E+00       -0.421292E-01        0.100000E+01        0.584221E-17        0.141000E+01        0.141000E+01        0.117000E-03        0.856625E-04        0.210000E+02        0.113000E+00       -0.150000E-01        0.640000E+01
  20140521        0.444000E-05        0.959792E-04        0.210000E-05        0.133125E+01        0.183667E-01        0.234958E-01        0.561542E-04        0.302375E-05        0.254958E-02        0.243125E-02        0.930000E-01        0.139625E+00       -0.416417E-01        0.100000E+01        0.282500E-16        0.141000E+01        0.141000E+01        0.117000E-03        0.859875E-04        0.204000E+02        0.113000E+00       -0.152000E-01        0.640000E+01
  20140522        0.445917E-05        0.979333E-04        0.212000E-05        0.129750E+01        0.180958E-01        0.231958E-01        0.569917E-04        0.293000E-05        0.250958E-02        0.244833E-02        0.953875E-01        0.139000E+00       -0.190000E-01        0.100000E+01        0.110342E-16        0.141000E+01        0.141000E+01        0.117000E-03        0.844667E-04        0.198000E+02        0.113000E+00       -0.151000E-01        0.640000E+01
  20140523        0.440000E-05        0.943917E-04        0.207625E-05        0.134333E+01        0.188042E-01        0.240417E-01        0.553958E-04        0.308083E-05        0.255667E-02        0.243875E-02        0.902583E-01        0.138167E+00       -0.409375E-01        0.100000E+01        0.173988E-16        0.141000E+01        0.141000E+01        0.117000E-03        0.858250E-04        0.212000E+02        0.112000E+00       -0.152000E-01        0.640000E+01
  20140524        0.438000E-05        0.933208E-04        0.206000E-05        0.134833E+01        0.191000E-01        0.244042E-01        0.547375E-04        0.311958E-05        0.255917E-02        0.244208E-02        0.883500E-01        0.136708E+00       -0.403792E-01        0.100000E+01        0.296833E-16        0.141000E+01        0.141000E+01        0.117000E-03        0.856625E-04        0.217000E+02        0.112000E+00       -0.152000E-01        0.640000E+01
  20140525        0.437000E-05        0.927625E-04        0.205000E-05        0.135375E+01        0.184333E-01        0.234542E-01        0.514125E-04        0.317833E-05        0.242917E-02        0.231875E-02        0.829417E-01        0.135458E+00       -0.400458E-01        0.100000E+01       -0.103304E-16        0.141000E+01        0.141000E+01        0.109000E-03        0.811000E-04        0.220000E+02        0.112000E+00       -0.153000E-01        0.640000E+01
  20140526        0.439042E-05        0.948167E-04        0.207000E-05        0.131208E+01        0.180958E-01        0.230958E-01        0.515917E-04        0.310792E-05        0.242500E-02        0.232958E-02        0.850875E-01        0.134250E+00       -0.337250E-01        0.100000E+01       -0.902917E-18        0.141000E+01        0.141000E+01        0.109000E-03        0.807542E-04        0.214000E+02        0.112000E+00       -0.153000E-01        0.640000E+01
  20140527        0.437708E-05        0.947792E-04        0.206833E-05        0.130292E+01        0.181000E-01        0.231125E-01        0.529000E-04        0.298208E-05        0.241667E-02        0.233625E-02        0.849708E-01        0.133417E+00       -0.273000E-01        0.100000E+01        0.177500E-16        0.141000E+01        0.141000E+01        0.109000E-03        0.803042E-04        0.215000E+02        0.113000E+00       -0.152000E-01        0.640000E+01
  20140528        0.434542E-05        0.932917E-04        0.204000E-05        0.131583E+01        0.184042E-01        0.235042E-01        0.541042E-04        0.288792E-05        0.244000E-02        0.233625E-02        0.829083E-01        0.132583E+00       -0.373708E-01        0.100000E+01       -0.363750E-17        0.141000E+01        0.141000E+01        0.109000E-03        0.809042E-04        0.221000E+02        0.113000E+00       -0.150000E-01        0.640000E+01
  20140529        0.430875E-05        0.910750E-04        0.201000E-05        0.133958E+01        0.189042E-01        0.241042E-01        0.550625E-04        0.281792E-05        0.244042E-02        0.233250E-02        0.798542E-01        0.131500E+00       -0.384333E-01        0.100000E+01        0.103233E-16        0.141458E+01        0.141500E+01        0.109000E-03        0.807083E-04        0.230000E+02        0.114000E+00       -0.148000E-01        0.640000E+01
  20140530        0.430000E-05        0.912042E-04        0.201000E-05        0.132625E+01        0.189542E-01        0.242000E-01        0.564125E-04        0.269625E-05        0.244750E-02        0.234000E-02        0.797500E-01        0.130375E+00       -0.380042E-01        0.100000E+01        0.179204E-16        0.142000E+01        0.142000E+01        0.109000E-03        0.807000E-04        0.230000E+02        0.114000E+00       -0.147000E-01        0.640000E+01
  20140531        0.428875E-05        0.911542E-04        0.200875E-05        0.131583E+01        0.190000E-01        0.243000E-01        0.580792E-04        0.256708E-05        0.245000E-02        0.234833E-02        0.795000E-01        0.129292E+00       -0.372292E-01        0.100000E+01        0.673542E-17        0.142000E+01        0.142000E+01        0.109000E-03        0.806792E-04        0.231000E+02        0.115000E+00       -0.145000E-01        0.640000E+01
  20140601        0.426542E-05        0.902292E-04        0.199000E-05        0.131917E+01        0.192458E-01        0.246000E-01        0.591333E-04        0.248667E-05        0.245583E-02        0.235000E-02        0.782042E-01        0.128292E+00       -0.371625E-01        0.100000E+01        0.731250E-17        0.142000E+01        0.142000E+01        0.109000E-03        0.806042E-04        0.235000E+02        0.115000E+00       -0.144000E-01        0.640000E+01
  20140602        0.424375E-05        0.894042E-04        0.198000E-05        0.130750E+01        0.218000E-01        0.278708E-01        0.677875E-04        0.236583E-05        0.277500E-02        0.266750E-02        0.863958E-01        0.127250E+00       -0.340125E-01        0.100000E+01        0.224929E-16        0.142000E+01        0.142000E+01        0.128000E-03        0.909542E-04        0.239000E+02        0.116000E+00       -0.143000E-01        0.640000E+01
  20140603        0.424333E-05        0.902792E-04        0.198000E-05        0.129000E+01        0.217958E-01        0.278000E-01        0.699958E-04        0.225000E-05        0.276000E-02        0.269208E-02        0.878875E-01        0.127000E+00       -0.190500E-01        0.100000E+01        0.488733E-17        0.142000E+01        0.142000E+01        0.128000E-03        0.902833E-04        0.236000E+02        0.116000E+00       -0.141000E-01        0.640000E+01
  20140604        0.423083E-05        0.903500E-04        0.198000E-05        0.129000E+01        0.218000E-01        0.279000E-01        0.719875E-04        0.216000E-05        0.276542E-02        0.270000E-02        0.879000E-01        0.127000E+00       -0.179500E-01        0.100000E+01       -0.117125E-17        0.142000E+01        0.142000E+01        0.128000E-03        0.902792E-04        0.236000E+02        0.117000E+00       -0.140000E-01        0.640000E+01
  20140605        0.414542E-05        0.841458E-04        0.190000E-05        0.138792E+01        0.235083E-01        0.299125E-01        0.698167E-04        0.231667E-05        0.279292E-02        0.267792E-02        0.791000E-01        0.126458E+00       -0.356708E-01        0.100000E+01        0.124167E-17        0.142000E+01        0.142000E+01        0.128000E-03        0.909167E-04        0.262000E+02        0.117000E+00       -0.140000E-01        0.640000E+01
  20140606        0.415000E-05        0.844625E-04        0.190375E-05        0.137708E+01        0.236000E-01        0.300000E-01        0.704333E-04        0.227083E-05        0.280167E-02        0.268750E-02        0.789000E-01        0.125500E+00       -0.353000E-01        0.100000E+01        0.129667E-16        0.142000E+01        0.142000E+01        0.128000E-03        0.909625E-04        0.263000E+02        0.117000E+00       -0.139000E-01        0.640000E+01
  20140607        0.419875E-05        0.887750E-04        0.195000E-05        0.129958E+01        0.225917E-01        0.287917E-01        0.724125E-04        0.213167E-05        0.281333E-02        0.271750E-02        0.843750E-01        0.124875E+00       -0.291083E-01        0.100000E+01        0.108875E-16        0.142000E+01        0.142000E+01        0.128000E-03        0.911625E-04        0.247000E+02        0.117000E+00       -0.139000E-01        0.640000E+01
  20140608        0.419583E-05        0.897000E-04        0.196000E-05        0.128000E+01        0.223958E-01        0.285958E-01        0.715000E-04        0.217000E-05        0.278833E-02        0.272958E-02        0.855833E-01        0.124750E+00       -0.150875E-01        0.100000E+01       -0.179054E-16        0.142000E+01        0.142000E+01        0.128000E-03        0.901417E-04        0.244000E+02        0.117000E+00       -0.140000E-01        0.640000E+01
  20140609        0.421083E-05        0.923000E-04        0.198167E-05        0.125208E+01        0.217958E-01        0.278917E-01        0.715875E-04        0.216583E-05        0.273292E-02        0.273958E-02        0.891833E-01        0.125542E+00        0.103083E-01        0.100000E+01        0.133333E-17        0.142000E+01        0.142000E+01        0.128000E-03        0.883292E-04        0.234000E+02        0.117000E+00       -0.141000E-01        0.640000E+01
